0	0.16895	0.68242	0.041951	1	0	0	0	1	0	0	0	1
0.010007	0.16871	0.6824	0.042141	1	0	0	0	1	0	0	0	1
0.020013	0.1689	0.68213	0.041489	1	0	0	0	1	0	0	0	1
0.03002	0.16882	0.68189	0.041261	1	0	0	0	1	0	0	0	1
0.040027	0.1688	0.68167	0.040973	1	0	0	0	1	0	0	0	1
0.050034	0.16875	0.68149	0.040755	1	0	0	0	1	0	0	0	1
0.06004	0.16872	0.6813	0.040517	1	0	0	0	1	0	0	0	1
0.070047	0.16867	0.68095	0.039755	1	0	0	0	1	0	0	0	1
0.080054	0.16853	0.68059	0.039056	1	0	0	0	1	0	0	0	1
0.09006	0.16833	0.68056	0.038858	1	0	0	0	1	0	0	0	1
0.10007	0.16806	0.68039	0.038137	1	0	0	0	1	0	0	0	1
0.11007	0.1676	0.68039	0.038056	1	0	0	0	1	0	0	0	1
0.12008	0.16726	0.68044	0.037748	1	0	0	0	1	0	0	0	1
0.13009	0.16683	0.6804	0.037243	1	0	0	0	1	0	0	0	1
0.14009	0.16646	0.68037	0.037014	1	0	0	0	1	0	0	0	1
0.1501	0.16584	0.68046	0.037043	1	0	0	0	1	0	0	0	1
0.16011	0.16527	0.68027	0.036382	1	0	0	0	1	0	0	0	1
0.17011	0.16504	0.68031	0.035858	1	0	0	0	1	0	0	0	1
0.18012	0.16465	0.68022	0.035481	1	0	0	0	1	0	0	0	1
0.19013	0.16404	0.68023	0.035407	1	0	0	0	1	0	0	0	1
0.20013	0.16391	0.68019	0.03496	1	0	0	0	1	0	0	0	1
0.21014	0.16345	0.6801	0.034745	1	0	0	0	1	0	0	0	1
0.22015	0.16305	0.68007	0.034439	1	0	0	0	1	0	0	0	1
0.23015	0.16264	0.68004	0.0341	1	0	0	0	1	0	0	0	1
0.24016	0.16236	0.68018	0.033771	1	0	0	0	1	0	0	0	1
0.25017	0.16176	0.6803	0.033669	1	0	0	0	1	0	0	0	1
0.26017	0.16135	0.68033	0.03361	1	0	0	0	1	0	0	0	1
0.27018	0.16094	0.68038	0.03348	1	0	0	0	1	0	0	0	1
0.28019	0.16053	0.6804	0.033391	1	0	0	0	1	0	0	0	1
0.29019	0.1602	0.68041	0.033305	1	0	0	0	1	0	0	0	1
0.3002	0.15996	0.68039	0.033373	1	0	0	0	1	0	0	0	1
0.31021	0.15982	0.68047	0.033454	1	0	0	0	1	0	0	0	1
0.32021	0.15956	0.68041	0.033448	1	0	0	0	1	0	0	0	1
0.33022	0.15948	0.6805	0.033579	1	0	0	0	1	0	0	0	1
0.34023	0.15941	0.68059	0.033701	1	0	0	0	1	0	0	0	1
